Dennis has seen this tooth that Kristin was n't concealing that is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 6.172086238861084, 4.1848320960998535, 4.781164169311523, 5.743033409118652, 6.059520721435547, 5.772765159606934, 3.036461353302002, 5.183443546295166, 5.720694541931152, 1.9206002950668335, 2.9648609161376953, 2.6730799618235324e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 4.265229225158691, 12.183250427246094, 5.147103309631348, 15.672530174255371, 4.883411407470703, 5.7193756103515625, 10.369752883911133, 5.610074996948242, 4.75638484954834, 13.425483703613281, 12.404675483703613, 1.3444242477416992, -0.0]	Dennis has seen who this tooth that Kristin was n't concealing is astounding men . <eos>	[5.545644760131836, 5.381830215454102, 4.654043197631836, 4.935761451721191, 5.510031700134277, 5.076760768890381, 3.9748778343200684, 5.2323503494262695, 5.656063556671143, 6.1411967277526855, 5.890625953674316, 3.408987045288086, 5.873525619506836, 1.6866668462753296, 2.846059560775757, 2.671076231308689e-07]	[10.090421676635742, 7.710294723510742, 5.7994794845581055, 10.582710266113281, 7.658462047576904, 12.239912033081055, 8.669599533081055, 16.38384246826172, 3.6453561782836914, 7.513334274291992, 10.937431335449219, 3.2161483764648438, 12.148022651672363, 11.449583053588867, 1.2807464599609375, -0.0]
Alicia had noticed this door that many teachers hide that distracted children . <eos>	[5.545644760131836, 3.7967450618743896, 4.955907344818115, 3.925884485244751, 5.476031303405762, 3.3117904663085938, 4.884900093078613, 5.103636264801025, 4.3608222007751465, 3.2315001487731934, 5.065896987915039, 3.588296890258789, 2.5041792392730713, 2.663997804575047e-07]	[12.163674354553223, 8.185400009155273, 8.007484436035156, 4.961259841918945, 8.590478897094727, 4.535642623901367, 7.744812965393066, 8.242871284484863, 11.800161361694336, 7.091056823730469, 9.218210220336914, 6.77896785736084, 1.7241687774658203, -0.0]	Alicia had noticed who this door that many teachers hide distracted children . <eos>	[5.545644760131836, 3.7967450618743896, 4.955907344818115, 3.925884485244751, 5.0486321449279785, 4.960789680480957, 3.3155202865600586, 4.6351847648620605, 5.418868541717529, 4.0850090980529785, 3.2076878547668457, 2.5783181190490723, 2.944998264312744, 2.717861207202077e-07]	[12.163674354553223, 8.185400009155273, 8.007484436035156, 7.247856140136719, 8.619585990905762, 7.768858909606934, 6.716764450073242, 9.120573043823242, 8.0368070602417, 11.820304870605469, 11.233928680419922, 8.835563659667969, 1.2915496826171875, -0.0]
Mary would n't notice some bicycles that some sketch looked like that were n't looking like this painting . <eos>	[5.545644283294678, 5.568297386169434, 4.549095630645752, 4.287928581237793, 3.853618860244751, 5.300545692443848, 3.7924702167510986, 4.76025915145874, 5.514449596405029, 4.93827486038208, 2.9202990531921387, 3.8568904399871826, 4.412395477294922, 5.908041000366211, 5.915066242218018, 2.3151183128356934, 2.9185352325439453, 4.301648139953613, 2.964111804962158, 2.812319337408553e-07]	[8.868919372558594, 7.823934078216553, 5.374697685241699, 8.253923416137695, 6.874184608459473, 15.815214157104492, 3.3334579467773438, 7.580615997314453, 12.544107437133789, 7.181802749633789, 0.8069992065429688, 4.904248237609863, 2.644808769226074, 5.275753021240234, 6.7533721923828125, 3.509793281555176, 6.91257381439209, 7.575464248657227, 0.8300380706787109, -0.0]	Mary would n't notice what some bicycles that some sketch looked like were n't looking like this painting . <eos>	[5.545644283294678, 5.568297386169434, 4.549095630645752, 4.287928581237793, 3.853618860244751, 4.050692558288574, 5.5105390548706055, 4.0934295654296875, 4.044676780700684, 5.346550941467285, 5.0157470703125, 2.2830169200897217, 2.617847442626953, 5.49822998046875, 5.699215412139893, 2.4836108684539795, 2.571857452392578, 4.3319244384765625, 3.2764508724212646, 2.797674483190349e-07]	[8.868919372558594, 7.823934078216553, 5.374697685241699, 8.253923416137695, 4.5617876052856445, 6.234258651733398, 16.158843994140625, 6.079825401306152, 8.142852783203125, 12.237548828125, 6.894950866699219, 0.6095180511474609, 5.589136123657227, 5.647538185119629, 6.593924522399902, 3.2935914993286133, 6.842336654663086, 7.091212272644043, 0.9751605987548828, -0.0]
Every government forgets every woman that Jessica is n't talking about that attacked every teenager . <eos>	[5.545644283294678, 5.807931900024414, 5.529380798339844, 4.184041976928711, 6.217698097229004, 3.6478943824768066, 4.549324035644531, 4.031986236572266, 5.468507766723633, 5.593854904174805, 1.5514965057373047, 2.307103157043457, 4.455698013305664, 4.176935195922852, 4.948792457580566, 3.4008100032806396, 2.719928886563139e-07]	[11.714590072631836, 7.888005256652832, 13.302728652954102, 5.533491134643555, 6.516789436340332, 4.287221908569336, 11.934707641601562, 1.362741470336914, 6.57813835144043, 6.159895896911621, 0.4967994689941406, 5.976213455200195, 13.591937065124512, 6.091099739074707, 8.035966873168945, 1.404953956604004, -0.0]	Every government forgets who every woman that Jessica is n't talking about attacked every teenager . <eos>	[5.545644283294678, 5.807931900024414, 5.529380798339844, 4.184041976928711, 4.391168594360352, 5.760004043579102, 3.7587454319000244, 4.519344806671143, 3.500469207763672, 5.158560276031494, 5.599277496337891, 2.269376754760742, 2.7654781341552734, 3.872866630554199, 5.101785659790039, 3.4515292644500732, 2.742279434642114e-07]	[11.714590072631836, 7.888005256652832, 13.302728652954102, 5.5449066162109375, 7.463588714599609, 5.563079833984375, 7.0700225830078125, 13.721664428710938, 0.92742919921875, 7.9436750411987305, 6.415531158447266, 0.7861404418945312, 14.155256271362305, 6.144556045532227, 8.303281784057617, 1.5241985321044922, -0.0]
Sharon knew a patient that all guests have n't criticized that skated around a river . <eos>	[5.545644283294678, 4.666241645812988, 3.8896899223327637, 6.183507919311523, 4.1206464767456055, 4.223517417907715, 5.336852073669434, 3.6483449935913086, 5.3113112449646, 4.523214340209961, 3.0219802856445312, 5.380208969116211, 4.565950393676758, 3.908576726913452, 7.131402969360352, 4.1134538650512695, 2.8245582939234737e-07]	[11.205911636352539, 9.313312530517578, 4.446291923522949, 7.4471540451049805, 3.1778182983398438, 7.717632293701172, 10.210429191589355, 4.676959991455078, 5.791787147521973, 11.442588806152344, 5.369927406311035, 14.2628755569458, 4.289707183837891, 3.486922264099121, 7.818752288818359, 1.2452001571655273, -0.0]	Sharon knew what a patient that all guests have n't criticized skated around a river . <eos>	[5.545644283294678, 4.666241645812988, 3.8896899223327637, 3.8425886631011963, 6.8451738357543945, 3.9500765800476074, 4.350918769836426, 5.44549036026001, 3.9224257469177246, 4.9396185874938965, 4.55672550201416, 2.9788460731506348, 3.9187896251678467, 3.8666160106658936, 6.9952287673950195, 3.9970860481262207, 2.8245412408978154e-07]	[11.205911636352539, 9.313312530517578, 3.741269111633301, 4.926935195922852, 7.041001796722412, 6.397809982299805, 7.526069641113281, 9.866907119750977, 4.877382278442383, 7.239862442016602, 11.574647903442383, 17.399078369140625, 4.646060943603516, 3.7156238555908203, 7.793944358825684, 1.2876853942871094, -0.0]
Ruth questions the doctors that Daniel liked that bores those pedestrians . <eos>	[5.545644760131836, 5.458634376525879, 4.135668754577637, 7.105047225952148, 3.455009698867798, 5.344799995422363, 5.160717964172363, 3.579974889755249, 5.006528377532959, 2.5304033756256104, 5.019866943359375, 3.9614622592926025, 2.761395023753721e-07]	[10.662304878234863, 11.364749908447266, 1.8608598709106445, 7.755289554595947, 4.063703536987305, 9.122844696044922, 8.808296203613281, 4.751813888549805, 15.505950927734375, 11.529001235961914, 15.520190238952637, 2.064634323120117, -0.0]	Ruth questions who the doctors that Daniel liked bores those pedestrians . <eos>	[5.545644760131836, 5.458634376525879, 4.135668754577637, 5.901529312133789, 7.263640403747559, 5.254951477050781, 5.279737949371338, 5.775781631469727, 3.451871871948242, 3.4048354625701904, 5.016282081604004, 4.741994380950928, 2.7860255613632035e-07]	[10.662304878234863, 11.364749908447266, 6.188759803771973, 3.5611534118652344, 6.999751091003418, 6.111869812011719, 9.35409164428711, 8.728108406066895, 16.832969665527344, 10.218949317932129, 14.552120208740234, 1.8669109344482422, -0.0]
Brad notices most bikes that Scott admires that embarrass some guest . <eos>	[5.545644760131836, 5.416312217712402, 4.017719745635986, 1.8260037899017334, 5.308398723602295, 4.880593299865723, 5.415435791015625, 3.805297374725342, 5.6242523193359375, 5.479240417480469, 3.2400524616241455, 5.331968307495117, 2.771731999473559e-07]	[11.789104461669922, 12.535364151000977, 8.137434005737305, 12.973339080810547, 3.1454038619995117, 10.637627601623535, 6.635898590087891, 6.398582458496094, 13.21109676361084, 8.223485946655273, 10.256658554077148, 2.9342727661132812, -0.0]	Brad notices who most bikes that Scott admires embarrass some guest . <eos>	[5.545644760131836, 5.416312217712402, 4.017719745635986, 5.775537490844727, 5.182808876037598, 4.476898193359375, 5.138347625732422, 5.384495735168457, 4.142561435699463, 4.307591438293457, 2.555485486984253, 5.359087944030762, 2.818967459461419e-07]	[11.789104461669922, 12.535364151000977, 6.908078193664551, 8.939373016357422, 13.025690078735352, 6.051801681518555, 9.999409675598145, 6.578769683837891, 16.057981491088867, 8.105060577392578, 10.5748291015625, 2.3289003372192383, -0.0]
Colleen thought about the planes that Rose breaks that hurt that actor . <eos>	[5.545644760131836, 5.476460933685303, 3.8280727863311768, 4.525452613830566, 7.472818374633789, 4.1061906814575195, 5.337943077087402, 4.4834885597229, 2.81394362449646, 5.876142501831055, 3.783210039138794, 5.145299911499023, 5.106923580169678, 2.7923130119233974e-07]	[13.145105361938477, 11.525738716125488, 5.107155799865723, 1.1780166625976562, 11.517934799194336, 2.9033432006835938, 9.821356773376465, 10.830793380737305, 8.50964641571045, 11.264514923095703, 4.900236129760742, 10.865616798400879, 3.2276554107666016, -0.0]	Colleen thought about who the planes that Rose breaks hurt that actor . <eos>	[5.545644760131836, 5.476460933685303, 3.8280727863311768, 4.525452613830566, 4.967870712280273, 7.157989501953125, 4.206506729125977, 5.167881011962891, 4.072852611541748, 3.346860408782959, 3.4218735694885254, 4.193740367889404, 4.723462104797363, 2.811866011143138e-07]	[13.145105361938477, 11.525738716125488, 5.107155799865723, 6.023069381713867, 4.432394027709961, 11.731703758239746, 6.74565315246582, 11.017601013183594, 11.871731758117676, 10.057417869567871, 6.552428245544434, 12.156967163085938, 1.8673028945922852, -0.0]
William is n't researching all organizations that Kirsten has n't irritated that could n't confuse all pedestrians . <eos>	[5.545644283294678, 6.133666038513184, 5.444007873535156, 5.632115364074707, 4.136418342590332, 3.8578386306762695, 3.703113317489624, 5.052716255187988, 4.391834259033203, 4.904918670654297, 4.68149471282959, 2.936579704284668, 5.659405708312988, 4.559812068939209, 4.590282440185547, 3.367344856262207, 4.437321662902832, 3.3094635009765625, 2.790430926324916e-07]	[7.7842206954956055, 7.424196720123291, 6.669816017150879, 12.204127311706543, 5.516349792480469, 11.741726875305176, 4.038871765136719, 13.93686294555664, 2.3421173095703125, 6.845972061157227, 15.221426963806152, 5.369503974914551, 6.114994049072266, 3.833132743835449, 8.824118614196777, 6.306332588195801, 13.050653457641602, 1.3961296081542969, -0.0]	William is n't researching who all organizations that Kirsten has n't irritated could n't confuse all pedestrians . <eos>	[5.545644283294678, 6.133666038513184, 5.444007873535156, 5.632115364074707, 4.136418342590332, 4.991060256958008, 5.738861083984375, 4.810410976409912, 4.83891487121582, 4.841100215911865, 5.018585205078125, 4.970298767089844, 3.0094921588897705, 4.546884536743164, 4.852752685546875, 2.8024392127990723, 4.326941967010498, 3.264063835144043, 2.8153868925073766e-07]	[7.7842206954956055, 7.424196720123291, 6.669816017150879, 12.204127311706543, 6.672869682312012, 6.397464752197266, 10.963028907775879, 6.258976936340332, 15.412322044372559, 3.840251922607422, 7.463977813720703, 15.026167869567871, 8.097471237182617, 5.287178993225098, 9.818887710571289, 7.133182525634766, 12.77091121673584, 1.402719497680664, -0.0]
Amanda had n't remembered these alumni that Noah is n't confusing that had n't watched that actress . <eos>	[5.545644283294678, 4.943811893463135, 4.572554111480713, 4.5666728019714355, 3.943952798843384, 6.545702934265137, 3.279482364654541, 5.032724380493164, 4.543198585510254, 5.741177558898926, 5.730029582977295, 2.228834867477417, 5.224996566772461, 4.522551536560059, 3.151653528213501, 3.884410858154297, 5.918121814727783, 3.228835105895996, 2.853135470104462e-07]	[11.513218879699707, 6.8206939697265625, 6.266238212585449, 10.694896697998047, 5.57289981842041, 11.928909301757812, 5.865760803222656, 11.191295623779297, 3.7913074493408203, 5.244027137756348, 12.094112396240234, 7.002837181091309, 4.592249870300293, 5.093691825866699, 10.465471267700195, 6.009751319885254, 9.61404800415039, 0.8959541320800781, -0.0]	Amanda had n't remembered who these alumni that Noah is n't confusing had n't watched that actress . <eos>	[5.545644283294678, 4.943811893463135, 4.572554111480713, 4.5666728019714355, 3.943952798843384, 5.069370746612549, 5.655745506286621, 3.0172433853149414, 4.593554973602295, 4.331385135650635, 4.662531852722168, 5.452994346618652, 2.0581367015838623, 4.581835746765137, 3.6419756412506104, 2.6806411743164062, 5.392412185668945, 4.153133392333984, 2.758304731287353e-07]	[11.513218879699707, 6.8206939697265625, 6.266238212585449, 10.694896697998047, 5.6237287521362305, 7.801452159881592, 12.191656112670898, 9.608848571777344, 12.79400634765625, 4.170489311218262, 7.464229583740234, 12.417440414428711, 8.065367698669434, 6.074532508850098, 8.909944534301758, 7.112525939941406, 10.520268440246582, 1.6460552215576172, -0.0]
A waiter was n't researching all movie theaters that Omar drives to that can upset some men . <eos>	[5.545644283294678, 6.766556739807129, 4.467042446136475, 5.845229625701904, 5.494065284729004, 4.097540855407715, 3.5441393852233887, 6.016567230224609, 3.356337785720825, 4.9005842208862305, 4.603438377380371, 4.671391487121582, 5.544224739074707, 4.168996810913086, 4.260387420654297, 4.237030029296875, 3.1780834197998047, 3.2085013389587402, 2.751669114786637e-07]	[7.048110008239746, 11.289024353027344, 3.4918880462646484, 5.744215965270996, 12.02973461151123, 5.515877723693848, 9.469839096069336, 2.9684343338012695, 4.07867431640625, 13.63295841217041, 8.475366592407227, 3.615713119506836, 6.261043548583984, 9.864374160766602, 8.505606651306152, 5.271763801574707, 5.569377899169922, 1.134939193725586, -0.0]	A waiter was n't researching who all movie theaters that Omar drives to can upset some men . <eos>	[5.545644283294678, 6.766556739807129, 4.467042446136475, 5.845229625701904, 5.494065284729004, 4.097540855407715, 4.629762649536133, 5.513949394226074, 5.906839370727539, 4.196935176849365, 4.8888139724731445, 4.89169979095459, 4.830584526062012, 5.493377685546875, 4.310752868652344, 2.818957805633545, 3.4254629611968994, 3.6179542541503906, 2.755127184173034e-07]	[7.048110008239746, 11.289024353027344, 3.4918880462646484, 5.744215965270996, 12.02973461151123, 6.222426414489746, 6.783815383911133, 9.79542350769043, 4.675969123840332, 5.667698860168457, 14.567193984985352, 8.989543914794922, 3.5193843841552734, 9.64629077911377, 8.775798797607422, 7.548470497131348, 5.9272260665893555, 1.1966323852539062, -0.0]
Dawn questions every man that these guys stuns that would impress some people . <eos>	[5.545644760131836, 4.751562118530273, 4.207814693450928, 4.868576526641846, 3.797391414642334, 4.923788547515869, 6.622805595397949, 4.797883033752441, 4.309730529785156, 5.381190299987793, 4.854252338409424, 4.128223419189453, 4.263405799865723, 3.208397150039673, 2.759921926553943e-07]	[11.226276397705078, 11.008307456970215, 8.21623420715332, 4.221113204956055, 4.602713584899902, 8.027999877929688, 5.295762062072754, 5.848094940185547, 5.43034553527832, 5.308053016662598, 7.942490577697754, 6.190820693969727, 2.269467353820801, 1.020223617553711, -0.0]	Dawn questions who every man that these guys stuns would impress some people . <eos>	[5.545644760131836, 4.751562118530273, 4.207814693450928, 5.924072265625, 5.4097466468811035, 4.651285171508789, 5.056842803955078, 6.723165988922119, 4.681894779205322, 4.465217590332031, 4.841041564941406, 4.087698459625244, 4.16234016418457, 3.228496789932251, 2.801303651267517e-07]	[11.226276397705078, 11.008307456970215, 5.436896324157715, 10.236806869506836, 3.1521005630493164, 6.4121856689453125, 8.599814414978027, 6.100525856018066, 5.864835739135742, 5.038151741027832, 9.007237434387207, 6.374463081359863, 3.2025842666625977, 0.9558372497558594, -0.0]
Those drivers question a library that some associations insult that could n't scare all libraries . <eos>	[5.545644283294678, 4.580599308013916, 3.7317984104156494, 3.6780600547790527, 6.376077175140381, 5.373086452484131, 5.358483791351318, 6.052249908447266, 4.993345260620117, 3.906127691268921, 4.364212989807129, 3.911561965942383, 4.6683454513549805, 4.0093607902526855, 5.031746864318848, 3.911747932434082, 2.770025844256452e-07]	[11.75575065612793, 10.238237380981445, 9.60706901550293, 3.9407196044921875, 12.13990592956543, 3.1575727462768555, 8.081501960754395, 9.541545867919922, 14.88376522064209, 5.169299125671387, 8.972872734069824, 3.778657913208008, 9.392091751098633, 5.550570487976074, 11.973736763000488, 1.5463581085205078, -0.0]	Those drivers question what a library that some associations insult could n't scare all libraries . <eos>	[5.545644283294678, 4.580599308013916, 3.7317984104156494, 3.6780600547790527, 4.663836479187012, 6.766101837158203, 4.783607482910156, 5.103901386260986, 6.125483512878418, 4.747480392456055, 3.878204584121704, 4.4364013671875, 4.911556243896484, 4.025332927703857, 5.132179260253906, 3.967102289199829, 2.7679101322064525e-07]	[11.75575065612793, 10.238237380981445, 9.60706901550293, 3.858274459838867, 3.973337173461914, 10.501371383666992, 5.608461380004883, 8.97167682647705, 9.407757759094238, 15.018083572387695, 7.506837844848633, 5.2475481033325195, 10.735668182373047, 6.310866355895996, 12.458057403564453, 1.6519718170166016, -0.0]
